n,pattern,height,avg_depth,balance_height,balance_size
30000,ascending,43,25,0,0
30000,ascending,43,25,0,0
30000,ascending,43,25,0,0
30000,ascending,43,25,0,0
30000,ascending,43,25,0,0
30000,ascending,43,25,0,0
30000,ascending,43,25,0,0
30000,ascending,43,25,0,0
30000,ascending,43,25,0,0
30000,ascending,43,25,0,0
30000,ascending,43,25,0,0
30000,ascending,43,25,0,0
30000,ascending,43,25,0,0
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
35000,random,33,17,0.459016,0.469565
35000,random,34,17,0.484848,0.458333
35000,random,35,18,0.461538,0.466667
35000,random,35,17,0.492754,0.52459
35000,random,36,18,0.4,0.410714
35000,random,34,18,0.460317,0.448276
35000,random,35,19,0.59322,0.605263
35000,random,36,17,0.462687,0.53211
35000,random,36,18,0.590164,0.635514
